text,topic,author_style,class
"divulged to him. And the mere sight of the torment, with his fishy eyes and mouth open, his sandy hair inquisitively on end, and his waistcoat heaving with windy arithmetic, made me vicious in my reticence. “Well, boy,” Uncle Pumblechook began, as soon as he was seated in the chair of honour by the fire. “How did you get on up town?” I answered, “Pretty well, sir,” and my sister shook her fist at me. “Pretty well?” Mr. Pumblechook repeated. “Pretty well is no answer. Tell us what you mean by pretty well, boy?” Whitewash on the forehead hardens the brain into a state of obstinacy",various,Charles Dickens,Human
"perhaps. Anyhow, with whitewash from the wall on my forehead, my obstinacy was adamantine. I reflected for some time, and then answered as if I had discovered a new idea, “I mean pretty well.” My sister with an exclamation of impatience was going to fly at me,—I had no shadow of defence, for Joe was busy in the forge,—when Mr. Pumblechook interposed with “No! Don’t lose your temper. Leave this lad to me, ma’am; leave this lad to me.” Mr. Pumblechook then turned me towards him, as if he were going to cut my hair, and said,— “First (to get our thoughts in order): Forty-three pence?”",various,Charles Dickens,Human
"I calculated the consequences of replying “Four Hundred Pound,” and finding them against me, went as near the answer as I could—which was somewhere about eightpence off. Mr. Pumblechook then put me through my pence-table from “twelve pence make one shilling,” up to “forty pence make three and fourpence,” and then triumphantly demanded, as if he had done for me, “_Now!_ How much is forty-three pence?” To which I replied, after a long interval of reflection, “I don’t know.” And I was so aggravated that I almost doubt if I did know. Mr. Pumblechook worked his head like a screw to screw it out of me, and",various,Charles Dickens,Human
"said, “Is forty-three pence seven and sixpence three fardens, for instance?” “Yes!” said I. And although my sister instantly boxed my ears, it was highly gratifying to me to see that the answer spoilt his joke, and brought him to a dead stop. “Boy! What like is Miss Havisham?” Mr. Pumblechook began again when he had recovered; folding his arms tight on his chest and applying the screw. “Very tall and dark,” I told him. “Is she, uncle?” asked my sister. Mr. Pumblechook winked assent; from which I at once inferred that he had never seen Miss Havisham, for she was nothing of the kind.",various,Charles Dickens,Human
"“Good!” said Mr. Pumblechook conceitedly. (“This is the way to have him! We are beginning to hold our own, I think, Mum?”) “I am sure, uncle,” returned Mrs. Joe, “I wish you had him always; you know so well how to deal with him.” “Now, boy! What was she a-doing of, when you went in today?” asked Mr. Pumblechook. “She was sitting,” I answered, “in a black velvet coach.” Mr. Pumblechook and Mrs. Joe stared at one another—as they well might—and both repeated, “In a black velvet coach?” “Yes,” said I. “And Miss Estella—that’s her niece, I think—handed her in cake and wine at the coach-window, on a gold plate. And we all had",various,Charles Dickens,Human
"cake and wine on gold plates. And I got up behind the coach to eat mine, because she told me to.” “Was anybody else there?” asked Mr. Pumblechook. “Four dogs,” said I. “Large or small?” “Immense,” said I. “And they fought for veal-cutlets out of a silver basket.” Mr. Pumblechook and Mrs. Joe stared at one another again, in utter amazement. I was perfectly frantic,—a reckless witness under the torture,—and would have told them anything. “Where _was_ this coach, in the name of gracious?” asked my sister. “In Miss Havisham’s room.” They stared again. “But there weren’t any horses to it.” I added this saving clause, in the moment of rejecting",various,Charles Dickens,Human
"four richly caparisoned coursers which I had had wild thoughts of harnessing. “Can this be possible, uncle?” asked Mrs. Joe. “What can the boy mean?” “I’ll tell you, Mum,” said Mr. Pumblechook. “My opinion is, it’s a sedan-chair. She’s flighty, you know,—very flighty,—quite flighty enough to pass her days in a sedan-chair.” “Did you ever see her in it, uncle?” asked Mrs. Joe. “How could I,” he returned, forced to the admission, “when I never see her in my life? Never clapped eyes upon her!” “Goodness, uncle! And yet you have spoken to her?” “Why, don’t you know,” said Mr. Pumblechook, testily, “that when I have",various,Charles Dickens,Human
"been there, I have been took up to the outside of her door, and the door has stood ajar, and she has spoke to me that way. Don’t say you don’t know _that_, Mum. Howsever, the boy went there to play. What did you play at, boy?” “We played with flags,” I said. (I beg to observe that I think of myself with amazement, when I recall the lies I told on this occasion.) “Flags!” echoed my sister. “Yes,” said I. “Estella waved a blue flag, and I waved a red one, and Miss Havisham waved one sprinkled all over with little gold stars, out",various,Charles Dickens,Human
"at the coach-window. And then we all waved our swords and hurrahed.” “Swords!” repeated my sister. “Where did you get swords from?” “Out of a cupboard,” said I. “And I saw pistols in it,—and jam,—and pills. And there was no daylight in the room, but it was all lighted up with candles.” “That’s true, Mum,” said Mr. Pumblechook, with a grave nod. “That’s the state of the case, for that much I’ve seen myself.” And then they both stared at me, and I, with an obtrusive show of artlessness on my countenance, stared at them, and plaited the right leg of my trousers",various,Charles Dickens,Human
"with my right hand. If they had asked me any more questions, I should undoubtedly have betrayed myself, for I was even then on the point of mentioning that there was a balloon in the yard, and should have hazarded the statement but for my invention being divided between that phenomenon and a bear in the brewery. They were so much occupied, however, in discussing the marvels I had already presented for their consideration, that I escaped. The subject still held them when Joe came in from his work to have a cup of tea. To whom my sister, more for the relief of her own",various,Charles Dickens,Human
"mind than for the gratification of his, related my pretended experiences. Now, when I saw Joe open his blue eyes and roll them all round the kitchen in helpless amazement, I was overtaken by penitence; but only as regarded him,—not in the least as regarded the other two. Towards Joe, and Joe only, I considered myself a young monster, while they sat debating what results would come to me from Miss Havisham’s acquaintance and favour. They had no doubt that Miss Havisham would “do something” for me; their doubts related to the form that something would take. My sister stood out for “property.” Mr. Pumblechook was in",various,Charles Dickens,Human
"favour of a handsome premium for binding me apprentice to some genteel trade,—say, the corn and seed trade, for instance. Joe fell into the deepest disgrace with both, for offering the bright suggestion that I might only be presented with one of the dogs who had fought for the veal-cutlets. “If a fool’s head can’t express better opinions than that,” said my sister, “and you have got any work to do, you had better go and do it.” So he went. After Mr. Pumblechook had driven off, and when my sister was washing up, I stole into the forge to Joe, and remained by him until he had",various,Charles Dickens,Human
"done for the night. Then I said, “Before the fire goes out, Joe, I should like to tell you something.” “Should you, Pip?” said Joe, drawing his shoeing-stool near the forge. “Then tell us. What is it, Pip?” “Joe,” said I, taking hold of his rolled-up shirt sleeve, and twisting it between my finger and thumb, “you remember all that about Miss Havisham’s?” “Remember?” said Joe. “I believe you! Wonderful!” “It’s a terrible thing, Joe; it ain’t true.” “What are you telling of, Pip?” cried Joe, falling back in the greatest amazement. “You don’t mean to say it’s—” “Yes I do; it’s lies, Joe.”",various,Charles Dickens,Human
"“But not all of it? Why sure you don’t mean to say, Pip, that there was no black welwet co—eh?” For, I stood shaking my head. “But at least there was dogs, Pip? Come, Pip,” said Joe, persuasively, “if there warn’t no weal-cutlets, at least there was dogs?” “No, Joe.” “A dog?” said Joe. “A puppy? Come?” “No, Joe, there was nothing at all of the kind.” As I fixed my eyes hopelessly on Joe, Joe contemplated me in dismay. “Pip, old chap! This won’t do, old fellow! I say! Where do you expect to go to?” “It’s terrible, Joe; ain’t it?”",various,Charles Dickens,Human
"“Terrible?” cried Joe. “Awful! What possessed you?” “I don’t know what possessed me, Joe,” I replied, letting his shirt sleeve go, and sitting down in the ashes at his feet, hanging my head; “but I wish you hadn’t taught me to call Knaves at cards Jacks; and I wish my boots weren’t so thick nor my hands so coarse.” And then I told Joe that I felt very miserable, and that I hadn’t been able to explain myself to Mrs. Joe and Pumblechook, who were so rude to me, and that there had been a beautiful young lady at Miss Havisham’s",various,Charles Dickens,Human
"who was dreadfully proud, and that she had said I was common, and that I knew I was common, and that I wished I was not common, and that the lies had come of it somehow, though I didn’t know how. This was a case of metaphysics, at least as difficult for Joe to deal with as for me. But Joe took the case altogether out of the region of metaphysics, and by that means vanquished it. “There’s one thing you may be sure of, Pip,” said Joe, after some rumination, “namely, that lies is lies. Howsever they come, they didn’t",various,Charles Dickens,Human
"ought to come, and they come from the father of lies, and work round to the same. Don’t you tell no more of ’em, Pip. _That_ ain’t the way to get out of being common, old chap. And as to being common, I don’t make it out at all clear. You are oncommon in some things. You’re oncommon small. Likewise you’re a oncommon scholar.” “No, I am ignorant and backward, Joe.” “Why, see what a letter you wrote last night! Wrote in print even! I’ve seen letters—Ah! and from gentlefolks!—that I’ll swear weren’t wrote in print,” said Joe. “I have learnt next to nothing, Joe. You think much of me. It’s only",various,Charles Dickens,Human
"that.” “Well, Pip,” said Joe, “be it so or be it son’t, you must be a common scholar afore you can be a oncommon one, I should hope! The king upon his throne, with his crown upon his ed, can’t sit and write his acts of Parliament in print, without having begun, when he were a unpromoted Prince, with the alphabet.—Ah!” added Joe, with a shake of the head that was full of meaning, “and begun at A too, and worked his way to Z. And _I_ know what that is to do, though I can’t say I’ve exactly done",various,Charles Dickens,Human
"it.” There was some hope in this piece of wisdom, and it rather encouraged me. “Whether common ones as to callings and earnings,” pursued Joe, reflectively, “mightn’t be the better of continuing for to keep company with common ones, instead of going out to play with oncommon ones,—which reminds me to hope that there were a flag, perhaps?” “No, Joe.” “(I’m sorry there weren’t a flag, Pip). Whether that might be or mightn’t be, is a thing as can’t be looked into now, without putting your sister on the Rampage; and that’s a thing not to be thought of as",various,Charles Dickens,Human
"being done intentional. Lookee here, Pip, at what is said to you by a true friend. Which this to you the true friend say. If you can’t get to be oncommon through going straight, you’ll never get to do it through going crooked. So don’t tell no more on ’em, Pip, and live well and die happy.” “You are not angry with me, Joe?” “No, old chap. But bearing in mind that them were which I meantersay of a stunning and outdacious sort,—alluding to them which bordered on weal-cutlets and dog-fighting,—a sincere well-wisher would adwise, Pip, their being dropped into your meditations, when you go upstairs to bed.",various,Charles Dickens,Human
"[Illustration: GEORGE ALLEN PUBLISHER 156 CHARING CROSS ROAD LONDON RUSKIN HOUSE ] [Illustration: _Reading Jane’s Letters._ _Chap 34._ ] PRIDE. and PREJUDICE by Jane Austen, with a Preface by George Saintsbury and Illustrations by Hugh Thomson [Illustration: 1894] Ruskin 156. Charing House. Cross Road. London George Allen. CHISWICK PRESS:--CHARLES WHITTINGHAM AND CO. TOOKS COURT, CHANCERY LANE, LONDON. [Illustration: _To J. Comyns Carr in acknowledgment of all I owe to his friendship and advice, these illustrations are gratefully inscribed_ _Hugh Thomson_ ] PREFACE. [Illustration] _Walt Whitman has somewhere a fine and just distinction between “loving by allowance” and “loving with personal love.” This distinction applies",various,Jane Austen,Human
"to books as well as to men and women; and in the case of the not very numerous authors who are the objects of the personal affection, it brings a curious consequence with it. There is much more difference as to their best work than in the case of those others who are loved “by allowance” by convention, and because it is felt to be the right and proper thing to love them. And in the sect--fairly large and yet unusually choice--of Austenians or Janites, there would probably be found partisans of the claim to primacy of almost every one of the",various,Jane Austen,Human
"novels. To some the delightful freshness and humour of_ Northanger Abbey, _its completeness, finish, and_ entrain, _obscure the undoubted critical facts that its scale is small, and its scheme, after all, that of burlesque or parody, a kind in which the first rank is reached with difficulty._ Persuasion, _relatively faint in tone, and not enthralling in interest, has devotees who exalt above all the others its exquisite delicacy and keeping. The catastrophe of_ Mansfield Park _is admittedly theatrical, the hero and heroine are insipid, and the author has almost wickedly destroyed all romantic interest by expressly admitting that Edmund only took Fanny because Mary shocked him, and that Fanny might",various,Jane Austen,Human
"very likely have taken Crawford if he had been a little more assiduous; yet the matchless rehearsal-scenes and the characters of Mrs. Norris and others have secured, I believe, a considerable party for it._ Sense and Sensibility _has perhaps the fewest out-and-out admirers; but it does not want them._ _I suppose, however, that the majority of at least competent votes would, all things considered, be divided between_ Emma _and the present book; and perhaps the vulgar verdict (if indeed a fondness for Miss Austen be not of itself a patent of exemption from any possible charge of vulgarity) would go for_ Emma. _It is the larger, the more varied, the",various,Jane Austen,Human
"more popular; the author had by the time of its composition seen rather more of the world, and had improved her general, though not her most peculiar and characteristic dialogue; such figures as Miss Bates, as the Eltons, cannot but unite the suffrages of everybody. On the other hand, I, for my part, declare for_ Pride and Prejudice _unhesitatingly. It seems to me the most perfect, the most characteristic, the most eminently quintessential of its author’s works; and for this contention in such narrow space as is permitted to me, I propose here to show cause._ _In the first place, the book (it may be barely necessary to remind the",various,Jane Austen,Human
"reader) was in its first shape written very early, somewhere about 1796, when Miss Austen was barely twenty-one; though it was revised and finished at Chawton some fifteen years later, and was not published till 1813, only four years before her death. I do not know whether, in this combination of the fresh and vigorous projection of youth, and the critical revision of middle life, there may be traced the distinct superiority in point of construction, which, as it seems to me, it possesses over all the others. The plot, though not elaborate, is almost regular enough for Fielding; hardly a character, hardly an incident",various,Jane Austen,Human
"could be retrenched without loss to the story. The elopement of Lydia and Wickham is not, like that of Crawford and Mrs. Rushworth, a_ coup de théâtre; _it connects itself in the strictest way with the course of the story earlier, and brings about the denouement with complete propriety. All the minor passages--the loves of Jane and Bingley, the advent of Mr. Collins, the visit to Hunsford, the Derbyshire tour--fit in after the same unostentatious, but masterly fashion. There is no attempt at the hide-and-seek, in-and-out business, which in the transactions between Frank Churchill and Jane Fairfax contributes no doubt a good deal to the",various,Jane Austen,Human
"intrigue of_ Emma, _but contributes it in a fashion which I do not think the best feature of that otherwise admirable book. Although Miss Austen always liked something of the misunderstanding kind, which afforded her opportunities for the display of the peculiar and incomparable talent to be noticed presently, she has been satisfied here with the perfectly natural occasions provided by the false account of Darcy’s conduct given by Wickham, and by the awkwardness (arising with equal naturalness) from the gradual transformation of Elizabeth’s own feelings from positive aversion to actual love. I do not know whether the all-grasping hand of",various,Jane Austen,Human
"the playwright has ever been laid upon_ Pride and Prejudice; _and I dare say that, if it were, the situations would prove not startling or garish enough for the footlights, the character-scheme too subtle and delicate for pit and gallery. But if the attempt were made, it would certainly not be hampered by any of those loosenesses of construction, which, sometimes disguised by the conveniences of which the novelist can avail himself, appear at once on the stage._ _I think, however, though the thought will doubtless seem heretical to more than one school of critics, that construction is not the highest",various,Jane Austen,Human
"merit, the choicest gift, of the novelist. It sets off his other gifts and graces most advantageously to the critical eye; and the want of it will sometimes mar those graces--appreciably, though not quite consciously--to eyes by no means ultra-critical. But a very badly-built novel which excelled in pathetic or humorous character, or which displayed consummate command of dialogue--perhaps the rarest of all faculties--would be an infinitely better thing than a faultless plot acted and told by puppets with pebbles in their mouths. And despite the ability which Miss Austen has shown in working out the story, I for one",various,Jane Austen,Human
"should put_ Pride and Prejudice _far lower if it did not contain what seem to me the very masterpieces of Miss Austen’s humour and of her faculty of character-creation--masterpieces who may indeed admit John Thorpe, the Eltons, Mrs. Norris, and one or two others to their company, but who, in one instance certainly, and perhaps in others, are still superior to them._ _The characteristics of Miss Austen’s humour are so subtle and delicate that they are, perhaps, at all times easier to apprehend than to express, and at any particular time likely to be differently apprehended by different persons. To me this humour seems to possess a",various,Jane Austen,Human
"greater affinity, on the whole, to that of Addison than to any other of the numerous species of this great British genus. The differences of scheme, of time, of subject, of literary convention, are, of course, obvious enough; the difference of sex does not, perhaps, count for much, for there was a distinctly feminine element in “Mr. Spectator,” and in Jane Austen’s genius there was, though nothing mannish, much that was masculine. But the likeness of quality consists in a great number of common subdivisions of quality--demureness, extreme minuteness of touch, avoidance of loud tones and glaring effects. Also there is in both a",various,Jane Austen,Human
"certain not inhuman or unamiable cruelty. It is the custom with those who judge grossly to contrast the good nature of Addison with the savagery of Swift, the mildness of Miss Austen with the boisterousness of Fielding and Smollett, even with the ferocious practical jokes that her immediate predecessor, Miss Burney, allowed without very much protest. Yet, both in Mr. Addison and in Miss Austen there is, though a restrained and well-mannered, an insatiable and ruthless delight in roasting and cutting up a fool. A man in the early eighteenth century, of course, could push this taste further than a lady in the early",various,Jane Austen,Human
"nineteenth; and no doubt Miss Austen’s principles, as well as her heart, would have shrunk from such things as the letter from the unfortunate husband in the_ Spectator, _who describes, with all the gusto and all the innocence in the world, how his wife and his friend induce him to play at blind-man’s-buff. But another_ Spectator _letter--that of the damsel of fourteen who wishes to marry Mr. Shapely, and assures her selected Mentor that “he admires your_ Spectators _mightily”--might have been written by a rather more ladylike and intelligent Lydia Bennet in the days of Lydia’s great-grandmother; while, on the other hand, some (I",various,Jane Austen,Human
"think unreasonably) have found “cynicism” in touches of Miss Austen’s own, such as her satire of Mrs. Musgrove’s self-deceiving regrets over her son. But this word “cynical” is one of the most misused in the English language, especially when, by a glaring and gratuitous falsification of its original sense, it is applied, not to rough and snarling invective, but to gentle and oblique satire. If cynicism means the perception of “the other side,” the sense of “the accepted hells beneath,” the consciousness that motives are nearly always mixed, and that to seem is not identical with to be--if this be cynicism, then",various,Jane Austen,Human
"every man and woman who is not a fool, who does not care to live in a fool’s paradise, who has knowledge of nature and the world and life, is a cynic. And in that sense Miss Austen certainly was one. She may even have been one in the further sense that, like her own Mr. Bennet, she took an epicurean delight in dissecting, in displaying, in setting at work her fools and her mean persons. I think she did take this delight, and I do not think at all the worse of her for it as a woman, while she",various,Jane Austen,Human
"was immensely the better for it as an artist._ _In respect of her art generally, Mr. Goldwin Smith has truly observed that “metaphor has been exhausted in depicting the perfection of it, combined with the narrowness of her field;” and he has justly added that we need not go beyond her own comparison to the art of a miniature painter. To make this latter observation quite exact we must not use the term miniature in its restricted sense, and must think rather of Memling at one end of the history of painting and Meissonier at the other, than of Cosway or any of his kind. And I am not so certain that I should",various,Jane Austen,Human
"myself use the word “narrow” in connection with her. If her world is a microcosm, the cosmic quality of it is at least as eminent as the littleness. She does not touch what she did not feel herself called to paint; I am not so sure that she could not have painted what she did not feel herself called to touch. It is at least remarkable that in two very short periods of writing--one of about three years, and another of not much more than five--she executed six capital works, and has not left a single failure. It is possible that the romantic paste in her",various,Jane Austen,Human
"composition was defective: we must always remember that hardly anybody born in her decade--that of the eighteenth-century seventies--independently exhibited the full romantic quality. Even Scott required hill and mountain and ballad, even Coleridge metaphysics and German to enable them to chip the classical shell. Miss Austen was an English girl, brought up in a country retirement, at the time when ladies went back into the house if there was a white frost which might pierce their kid shoes, when a sudden cold was the subject of the gravest fears, when their studies, their ways, their conduct were subject to all those fantastic limits and restrictions against which",various,Jane Austen,Human
"Mary Wollstonecraft protested with better general sense than particular taste or judgment. Miss Austen, too, drew back when the white frost touched her shoes; but I think she would have made a pretty good journey even in a black one._ _For if her knowledge was not very extended, she knew two things which only genius knows. The one was humanity, and the other was art. On the first head she could not make a mistake; her men, though limited, are true, and her women are, in the old sense, “absolute.” As to art, if she has never tried idealism, her realism is real to a degree which makes",various,Jane Austen,Human
"the false realism of our own day look merely dead-alive. Take almost any Frenchman, except the late M. de Maupassant, and watch him laboriously piling up strokes in the hope of giving a complete impression. You get none; you are lucky if, discarding two-thirds of what he gives, you can shape a real impression out of the rest. But with Miss Austen the myriad, trivial, unforced strokes build up the picture like magic. Nothing is false; nothing is superfluous. When (to take the present book only) Mr. Collins changed his mind from Jane to Elizabeth “while Mrs. Bennet was stirring the fire” (and we know_ how _Mrs. Bennet would have",various,Jane Austen,Human
"stirred the fire), when Mr. Darcy “brought his coffee-cup back_ himself,” _the touch in each case is like that of Swift--“taller by the breadth of my nail”--which impressed the half-reluctant Thackeray with just and outspoken admiration. Indeed, fantastic as it may seem, I should put Miss Austen as near to Swift in some ways, as I have put her to Addison in others._ _This Swiftian quality appears in the present novel as it appears nowhere else in the character of the immortal, the ineffable Mr. Collins. Mr. Collins is really_ great; _far greater than anything Addison ever did, almost great enough for Fielding or for Swift himself. It has",various,Jane Austen,Human
"been said that no one ever was like him. But in the first place,_ he _was like him; he is there--alive, imperishable, more real than hundreds of prime ministers and archbishops, of “metals, semi-metals, and distinguished philosophers.” In the second place, it is rash, I think, to conclude that an actual Mr. Collins was impossible or non-existent at the end of the eighteenth century. It is very interesting that we possess, in this same gallery, what may be called a spoiled first draught, or an unsuccessful study of him, in John Dashwood. The formality, the under-breeding, the meanness, are there; but the portrait",various,Jane Austen,Human
"is only half alive, and is felt to be even a little unnatural. Mr. Collins is perfectly natural, and perfectly alive. In fact, for all the “miniature,” there is something gigantic in the way in which a certain side, and more than one, of humanity, and especially eighteenth-century humanity, its Philistinism, its well-meaning but hide-bound morality, its formal pettiness, its grovelling respect for rank, its materialism, its selfishness, receives exhibition. I will not admit that one speech or one action of this inestimable man is incapable of being reconciled with reality, and I should not wonder if many of these words and actions",various,Jane Austen,Human
"are historically true._ _But the greatness of Mr. Collins could not have been so satisfactorily exhibited if his creatress had not adjusted so artfully to him the figures of Mr. Bennet and of Lady Catherine de Bourgh. The latter, like Mr. Collins himself, has been charged with exaggeration. There is, perhaps, a very faint shade of colour for the charge; but it seems to me very faint indeed. Even now I do not think that it would be impossible to find persons, especially female persons, not necessarily of noble birth, as overbearing, as self-centred, as neglectful of good manners, as Lady Catherine. A hundred years ago, an earl’s daughter, the Lady",various,Jane Austen,Human
"Powerful (if not exactly Bountiful) of an out-of-the-way country parish, rich, long out of marital authority, and so forth, had opportunities of developing these agreeable characteristics which seldom present themselves now. As for Mr. Bennet, Miss Austen, and Mr. Darcy, and even Miss Elizabeth herself, were, I am inclined to think, rather hard on him for the “impropriety” of his conduct. His wife was evidently, and must always have been, a quite irreclaimable fool; and unless he had shot her or himself there was no way out of it for a man of sense and spirit but the ironic. From no other point of view is he open to any reproach,",various,Jane Austen,Human
"except for an excusable and not unnatural helplessness at the crisis of the elopement, and his utterances are the most acutely delightful in the consciously humorous kind--in the kind that we laugh with, not at--that even Miss Austen has put into the mouth of any of her characters. It is difficult to know whether he is most agreeable when talking to his wife, or when putting Mr. Collins through his paces; but the general sense of the world has probably been right in preferring to the first rank his consolation to the former when she maunders over the entail, “My dear,",various,Jane Austen,Human
"do not give way to such gloomy thoughts. Let us hope for better things. Let us flatter ourselves that_ I _may be the survivor;” and his inquiry to his colossal cousin as to the compliments which Mr. Collins has just related as made by himself to Lady Catherine, “May I ask whether these pleasing attentions proceed from the impulse of the moment, or are the result of previous study?” These are the things which give Miss Austen’s readers the pleasant shocks, the delightful thrills, which are felt by the readers of Swift, of Fielding, and we may here add, of Thackeray, as",various,Jane Austen,Human
"they are felt by the readers of no other English author of fiction outside of these four._ _The goodness of the minor characters in_ Pride and Prejudice _has been already alluded to, and it makes a detailed dwelling on their beauties difficult in any space, and impossible in this. Mrs. Bennet we have glanced at, and it is not easy to say whether she is more exquisitely amusing or more horribly true. Much the same may be said of Kitty and Lydia; but it is not every author, even of genius, who would have differentiated with such unerring skill the effects of folly and",various,Jane Austen,Human
"vulgarity of intellect and disposition working upon the common weaknesses of woman at such different ages. With Mary, Miss Austen has taken rather less pains, though she has been even more unkind to her; not merely in the text, but, as we learn from those interesting traditional appendices which Mr. Austen Leigh has given us, in dooming her privately to marry “one of Mr. Philips’s clerks.” The habits of first copying and then retailing moral sentiments, of playing and singing too long in public, are, no doubt, grievous and criminal; but perhaps poor Mary was rather the scapegoat of the sins of blue stockings",various,Jane Austen,Human
"in that Fordyce-belectured generation. It is at any rate difficult not to extend to her a share of the respect and affection (affection and respect of a peculiar kind; doubtless), with which one regards Mr. Collins, when she draws the moral of Lydia’s fall. I sometimes wish that the exigencies of the story had permitted Miss Austen to unite these personages, and thus at once achieve a notable mating and soothe poor Mrs. Bennet’s anguish over the entail._ _The Bingleys and the Gardiners and the Lucases, Miss Darcy and Miss de Bourgh, Jane, Wickham, and the rest, must pass without special comment,",various,Jane Austen,Human
"further than the remark that Charlotte Lucas (her egregious papa, though delightful, is just a little on the thither side of the line between comedy and farce) is a wonderfully clever study in drab of one kind, and that Wickham (though something of Miss Austen’s hesitation of touch in dealing with young men appears) is a not much less notable sketch in drab of another. Only genius could have made Charlotte what she is, yet not disagreeable; Wickham what he is, without investing him either with a cheap Don Juanish attractiveness or a disgusting rascality. But the hero and the heroine are not tints to be dismissed._",various,Jane Austen,Human
"_Darcy has always seemed to me by far the best and most interesting of Miss Austen’s heroes; the only possible competitor being Henry Tilney, whose part is so slight and simple that it hardly enters into comparison. It has sometimes, I believe, been urged that his pride is unnatural at first in its expression and later in its yielding, while his falling in love at all is not extremely probable. Here again I cannot go with the objectors. Darcy’s own account of the way in which his pride had been pampered, is perfectly rational and sufficient; and nothing could be, psychologically speaking, a_ causa verior _for its",various,Jane Austen,Human
"sudden restoration to healthy conditions than the shock of Elizabeth’s scornful refusal acting on a nature_ ex hypothesi _generous. Nothing in even our author is finer and more delicately touched than the change of his demeanour at the sudden meeting in the grounds of Pemberley. Had he been a bad prig or a bad coxcomb, he might have been still smarting under his rejection, or suspicious that the girl had come husband-hunting. His being neither is exactly consistent with the probable feelings of a man spoilt in the common sense, but not really injured in disposition, and thoroughly in love. As for his being in",various,Jane Austen,Human
"love, Elizabeth has given as just an exposition of the causes of that phenomenon as Darcy has of the conditions of his unregenerate state, only she has of course not counted in what was due to her own personal charm._ _The secret of that charm many men and not a few women, from Miss Austen herself downwards, have felt, and like most charms it is a thing rather to be felt than to be explained. Elizabeth of course belongs to the_ allegro _or_ allegra _division of the army of Venus. Miss Austen was always provokingly chary of description in regard to her beauties; and",various,Jane Austen,Human
"except the fine eyes, and a hint or two that she had at any rate sometimes a bright complexion, and was not very tall, we hear nothing about her looks. But her chief difference from other heroines of the lively type seems to lie first in her being distinctly clever--almost strong-minded, in the better sense of that objectionable word--and secondly in her being entirely destitute of ill-nature for all her propensity to tease and the sharpness of her tongue. Elizabeth can give at least as good as she gets when she is attacked; but she never “scratches,” and she never attacks first. Some of the merest",various,Jane Austen,Human
"obsoletenesses of phrase and manner give one or two of her early speeches a slight pertness, but that is nothing, and when she comes to serious business, as in the great proposal scene with Darcy (which is, as it should be, the climax of the interest of the book), and in the final ladies’ battle with Lady Catherine, she is unexceptionable. Then too she is a perfectly natural girl. She does not disguise from herself or anybody that she resents Darcy’s first ill-mannered personality with as personal a feeling. (By the way, the reproach that the ill-manners of this speech are overdone is certainly unjust; for things of the same",various,Jane Austen,Human
"kind, expressed no doubt less stiltedly but more coarsely, might have been heard in more than one ball-room during this very year from persons who ought to have been no worse bred than Darcy.) And she lets the injury done to Jane and the contempt shown to the rest of her family aggravate this resentment in the healthiest way in the world._ _Still, all this does not explain her charm, which, taking beauty as a common form of all heroines, may perhaps consist in the addition to her playfulness, her wit, her affectionate and natural disposition, of a certain fearlessness very uncommon in heroines of her type and age.",various,Jane Austen,Human
"Nearly all of them would have been in speechless awe of the magnificent Darcy; nearly all of them would have palpitated and fluttered at the idea of proposals, even naughty ones, from the fascinating Wickham. Elizabeth, with nothing offensive, nothing_ viraginous, _nothing of the “New Woman” about her, has by nature what the best modern (not “new”) women have by education and experience, a perfect freedom from the idea that all men may bully her if they choose, and that most will away with her if they can. Though not in the least “impudent and mannish grown,” she has no mere sensibility, no nasty niceness about her. The form of",various,Jane Austen,Human
"passion common and likely to seem natural in Miss Austen’s day was so invariably connected with the display of one or the other, or both of these qualities, that she has not made Elizabeth outwardly passionate. But I, at least, have not the slightest doubt that she would have married Darcy just as willingly without Pemberley as with it, and anybody who can read between lines will not find the lovers’ conversations in the final chapters so frigid as they might have looked to the Della Cruscans of their own day, and perhaps do look to the Della Cruscans of this._",various,Jane Austen,Human
"_And, after all, what is the good of seeking for the reason of charm?--it is there. There were better sense in the sad mechanic exercise of determining the reason of its absence where it is not. In the novels of the last hundred years there are vast numbers of young ladies with whom it might be a pleasure to fall in love; there are at least five with whom, as it seems to me, no man of taste and spirit can help doing so. Their names are, in chronological order, Elizabeth Bennet, Diana Vernon, Argemone Lavington, Beatrix Esmond, and Barbara",various,Jane Austen,Human
"Grant. I should have been most in love with Beatrix and Argemone; I should, I think, for mere occasional companionship, have preferred Diana and Barbara. But to live with and to marry, I do not know that any one of the four can come into competition with Elizabeth._ _GEORGE SAINTSBURY._ [Illustration: List of Illustrations.] PAGE Frontispiece iv Title-page v Dedication vii Heading to Preface ix Heading to List of Illustrations xxv Heading to Chapter I. 1 “He came down to see the place” 2 Mr. and Mrs. Bennet 5 “I hope Mr. Bingley will like it” 6 “I’m the tallest” 9",various,Jane Austen,Human
